title,description,publishedAt,videoId
""" Kiss Me "" - "" There She Goes "" Version (Official)","To support the channel you can do it by donation :

BTC (Native SegWit)
bc1qcq9ngkrv4xl5n0clyx5g5hxetfz32465lhjfyu

USDT (TRC20)
TT9VHL5APaCkxNWQpmL8XD5VwmaqDFdew1

BUSD (BEP20)
0xE8eE3A908FCd01090E8EcD935f2f15F54B07d202",2024-01-20T01:19:08Z,v45F0YesdZM
Iris (Acoustic),"Provided to YouTube by Warner Records

Iris (Acoustic) · Goo Goo Dolls

Rarities

℗ 2020 Warner Records Inc.

Lead  Vocals: John Rzeznik
Writer: John Rzeznik

Auto-generated by YouTube.",2024-01-20T01:18:40Z,F2BPGir2dUQ
Sympathy,"Provided to YouTube by Warner Records

Sympathy · Goo Goo Dolls

Gutterflower

℗ 2002 Warner Records Inc.

Audio  Recording  Engineer: Allen Sides
Unknown: Dan Chase
Unknown: Doug McKean
Additional  Programmer: Doug McKean
Unknown: Jimmy Hoyson
Unknown: Joe Brown
Lead  Guitar: Johnny Rzeznik
Producer: Johnny Rzeznik
Lead  Vocals: Johnny Rzeznik
Audio  Recording  Engineer: Ken Allardyce
Unknown: Kevin Meeker
Additional  Programmer: Kim Bullard
Drums, Percussion: Mike Malinin
Producer: Mike Malinin
Producer: Rob Cavallo
Bass  Guitar: Robby Takac
Producer: Robby Takac
Backing  Vocals: Robby Takac
Unknown: Robert Vosgien
Unknown: Steve Genewick
Writer: Johnny Rzeznik

Auto-generated by YouTube.",2024-01-20T01:18:17Z,ISz4fiLmoKM
Name,"Provided to YouTube by Warner Records

Name · Goo Goo Dolls

A Boy Named Goo

℗ 1995 Warner Records Inc.

Drums: George Tutuska
Lead  Guitar: John Rzeznik
Rhythm  Guitar: John Rzeznik
Lead  Vocals: John Rzeznik
Backing  Vocals: John Rzeznik
Engineer, Producer: Lou Giordano
Unknown: Lou Giordano
Audio  Recording  Engineer: Lou Giordano
Bass  Guitar: Robby Takac
Backing  Vocals: Robby Takac
Engineer: Steve Regina
Unknown: Steve Regina
Writer: John Rzeznik
Writer: Robby Takac

Auto-generated by YouTube.",2024-01-20T01:17:39Z,sQxszQ9BsxM
R.E.M. - Man On The Moon (Official HD Music Video),"""Man On The Moon"" from R.E.M.'s 1992 album Automatic For The People.

To learn more, visit http://www.remhq.com

Subscribe to R.E.M.'s YouTube channel: http://bit.ly/subscribe-to-remhq
Listen to the band-selected ""R.E.M. Top 40"" playlist: https://www.youtube.com/playlist?list=PLUyfC3nzhiwgPBosTfsmv12D4FSnOhnA9
Watch official R.E.M. music videos: https://www.youtube.com/playlist?list=PLC7B9C3CEACF3407A

Discover more R.E.M. via Apple Essentials (https://found.ee/rem-apple-essentials-r) or Spotify's Best Of (https://found.ee/rem-spotify-bestof-r).

Follow R.E.M.: 
Facebook: http://found.ee/REM-Facebook-r 
Twitter: http://found.ee/REM-twitter-r 
Instagram: http://found.ee/REM-instagram-r 
Spotify: http://found.ee/REM-spotify-r-1 
Apple Music: http://found.ee/REM-apple-r 
REMHQ: http://found.ee/REMHQ-r

Subscribe to Craft Recordings' YouTube channel: https://found.ee/craft-youtube-subscribe
Shop the Craft Recordings store for vinyl, box sets and more: https://found.ee/CraftStore-e

#REM #manonthemoon",2024-01-20T01:16:15Z,dLxpNiF0YKs
George Ezra - Barcelona (Official Video),"George Ezra - Barcelona (Official Video)
Pre-order the new album 'Gold Rush Kid': https://georgeezra.lnk.to/goldrushkid
Listen/download the new single ‘Anyone For You’: https://georgeezra.lnk.to/afy

----------------------

Follow George Ezra: 

TikTok: https://www.tiktok.com/@george_ezra
Instagram: https://www.instagram.com/george_ezra 
Facebook: https://www.facebook.com/georgeezramusic 
Twitter: https://twitter.com/george_ezra 
Official website: https://www.georgeezra.com

----------------------

Lyrics:

Barcelona
I still long to hold her once more, oh
My boots of leather
From Europe
I gather you know, know

Every time you have to go
Shut my eyes and you know
I'll be lying right by your side
In Barcelona

A native man sang in a foreign tongue
I still ache to know the song that he sung
Barcelona

Every time you have to go
Shut my eyes and you know
I'll be lying right by your side
In Barcelona

Every time you have to go
Shut my eyes and you know
I'll be lying right by your side
In Barcelona
Barcelona
Barcelona

Every time you have to go
I shut my mind and you know
I'll be lying right by your side
In Barcelona

----------------------

#GeorgeEzra #Barcelona #OfficialVideo",2024-01-20T01:15:33Z,nc9rYioj2QM
Train - Play That Song (Official Video),"It was such a great time making the video for Play That Song. The idea to be on top of the world and have the whole town react to the happiness was super fun and corny and sweet and I wish life was really like this video! 
""""Play That Song"""" from our new album 'a girl a bottle a boat' - out now! Download & stream: https://fanlink.to/agirlabottleaboat

The Play That Song Tour w/ O.A.R. & Natasha Bedingfield - dates & tickets: http://savemesanfrancisco.com/tour

Follow All Things Train http://spoti.fi/2dKXnTt & Train Tracks: Hop On Board http://spoti.fi/2aqx9kv on Spotify!

SUBSCRIBE TO TRAIN: http://bit.ly/1k9Brsm

FOLLOW TRAIN
http://savemesanfrancisco.com
http://facebook.com/train
http://twitter.com/train
http://youtube.com/train
http://instagram.com/train
http://spoti.fi/1mD7gys
SUBSCRIBE: http://bit.ly/1k9Brsm 

Directed by Travis Kopach 
Produced by RAD Brooklyn

Train proudly supports Family House http://familyhouseinc.org/

LYRICS

Play that song
The one that makes me go allnight long
The one that makes me think of you
That's all you gotta do

Hey mister DJ when you gonna spin it
My baby's favorite record
She been waiting for a minute
She invited all her friends
And I'm buying all the rounds
And they're all dolled up
DJ please don't let me down

When you gonna play that song, now
When you gonna earn that pay
When you gonna play that song
And make my day""",2024-01-20T01:15:20Z,J5qWnG5RQTk
We The Lion - When Life Began,"Facebook: https://www.facebook.com/wethelionmusic
Instagram: https://www.instagram.com/wethelionmusic/
Twitter: https://twitter.com/wethelion

Spotify: https://open.spotify.com/artist/0D8xIv7lt4m33tauA1HP0z
Apple Music: https://music.apple.com/pe/artist/we-the-lion/1166632358
Deezer: https://www.deezer.com/es/artist/11222956
Youtube: https://www.youtube.com/c/WeTheLion

-----------------------------------------------------------------------------------------------------------

Lyrics:

When we were young, when life began,
We needed nothing, just having fun
We rode along, we came in strong,
We took our chances, we carried on...

Singing…. Ohhh ohhh

When life began, we chased the sun, 
We lived as brothers, we wanted all.
For many years, we had no fears,
We all discovered, we wanted more... 

We jumped to this wild like playing
Best days live inside of our minds,
Moved the way we wanted
This is how it started
feeling what is true in our heart

All we have to do is, not let go 
Time will pass but our true love grows
It’s been so long,
Do you remember
When life began?
When life began?

When we were young, when life began
We had each other, we felt as one
For many years, we held our fears
We all discovered, we wanted more

We jumped to the wild like playing
Best days live inside of our minds,
Moved the way we wanted
This is how it started
feeling what is true in our heart

All we have to do is, not let go 
Time will pass but our true love grows
It’s been so long,
Do you remember
When life began?
When life began?

Every day is a new day
Every day is a new chance
Everyone has love to give,
That’s why we live, that’s why we live! 

All we have to do is, not let go 
Time will pass but our true love grows
It’s been so long,
Do you remember
When life began?
When life began?

-----------------------------------------------------------------------------------------------------------

Casa Realizadora / Film Production:
Señor Z

Director / Director: Chinón Z
Director de fotografía / Director of Photography: Chinón Z
Asistente de dirección / Director assistant: Alejandra Z &
Benjamín Z.
Directora de arte / Production Designer: Bettina Z
Producción / Producer: Gabriela Z & Lorena Z. 
Productor ejecutivo / Executive Producer: Jaén Z
Asistente de producción / Production Assistant: Horacio Z.
Editor / Editing: Chinón Z 
Asistente de edición / Editing Assistant: Martin Z

Productora de campo / Field Production: Carmen Z.
Asistenta de producción de campo / Field Production Assistant: Mari Z. 
Asistente de rodaje / Filming Assistant: Enrique Pizarro              
Utilero / Prop Man: Miguel Verano


Asistente de cámara / Camera Assistant: Elias Mujica
Técnicos / Technicians: Leonardo Aguirre, Luis Adilson Paniagua, Edgardo Febres.
Rental: Tupak

Movilidad de producción / Transportation: Ronald Z.

Postproducción de color / Colorist: Wawin Z.
Composiciones / Compositions: Zepelling, Sipan y Wawin Z.

Catering: David Sotelo.",2024-01-20T01:14:07Z,pBb66c7iwyY
One,"Provided to YouTube by RCA/Legacy

One · Harry Nilsson

Aerial Ballet

℗ Originally Released 1968. All rights reserved by RCA Records, a division of Sony Music Entertainment.

Released on: 1968-07-01

Producer: Rick Jarrard
Arranger: George Tipton
Recording  Engineer: Hank Magill
Recording  Engineer: Grover Hilsley
Recording  Engineer: Allen Lentz
Recording  Engineer: Brian Christian

Auto-generated by YouTube.",2024-01-20T01:12:23Z,l5U5tiQYmhw
"Everybody's Talkin' (From ""Midnight Cowboy"")","Provided to YouTube by RCA/Legacy

Everybody's Talkin' (From ""Midnight Cowboy"") · Harry Nilsson

Aerial Ballet

℗ Originally Released 1968. All rights reserved by RCA Records, a division of Sony Music Entertainment.

Released on: 1968-07-01

Composer, Lyricist: Fred Neil
Conductor, Arranger: George Tipton
Bass: Lawrence Knechtel
Piano: Michael Melvoin
Drums: James Gordon
Guitar: Alvin Casey
Violin: Leonard Atkins
Violin: Arnold Belnick
Violin: Alfred Lustgarten
Violin: Wilbert Nuttycombe
Violin: Jerome Reisler
Violin: Darrel Terwilliger
Producer: Rick Jarrard
Recording  Engineer: Hank Magill
Recording  Engineer: Grover Hilsley
Recording  Engineer: Allen Lentz
Recording  Engineer: Brian Christian

Auto-generated by YouTube.",2024-01-20T01:11:49Z,K5UNot9M-ro
Without You,"Provided to YouTube by RCA Records Label

Without You · Harry Nilsson

Nilsson Schmilsson

℗ Originally released 1971. All rights reserved by RCA Records, a division of Sony Music Entertainment

Released on: 1971-11-01

Composer, Lyricist: Peter Ham
Drums: Jim Keltner
Composer, Lyricist: Tom Evans
Bass: Klaus Voorman
Piano: Gary Wright
Conductor, Arranger: Paul Buckmaster
Acoustic  Guitar: John Uribe
Producer: Richard Perry
Engineer: Robin Geoffrey Cable

Auto-generated by YouTube.",2024-01-20T01:11:46Z,OpdFmZFge5g
Sailing,"Provided to YouTube by Rhino/Warner Records

Sailing · Christopher Cross

Christopher Cross

℗ 1979 Warner Records Inc.

Bass  Guitar: Andy Salmon
Concert  Master  Conductor: Assa Drori
Unknown: Bobby Hata
Unknown: Chet Himes
Audio  Recording  Engineer: Chet Himes
Arranger: Christopher Cross
Acoustic  Guitar: Christopher Cross
Electric  Guitar: Christopher Cross
Vocals: Christopher Cross
Trumpet: Chuck Findley
Saxophone: Don Roberts
Saxophone: Jackie Kelso
Saxophone: Jim Horn
Trombone: Lew McCreary
Arranger, Producer: Michael Omartian
Acoustic  Piano: Michael Omartian
Unknown: Michael Ostin
Arranger: Rob Meurer
Electric  Piano: Rob Meurer
Synthesizer: Rob Meurer
Unknown: Stuart Gitlin
Drums: Tommy Taylor
Percussion: Victor Feldman
Composer, Writer: Christopher Cross

Auto-generated by YouTube.",2024-01-20T01:10:36Z,IST-GfqUwDA
Michael Bublé - It's A Beautiful Day [Official Music Video],"Get the album 'higher' NOW at https://michaelbuble.lnk.to/higher

Listen to It's A Beautiful Day on Michael Buble's album ""To Be Loved""  michaelbuble.lnk.to/tobelovedDLX 

Connect with Michael:
Website: http://www.michaelbuble.com
Facebook: http://www.facebook.com/michaelbuble
Instagram: https://www.instagram.com/michaelbuble/
Twitter: http://www.twitter.com/michaelbuble
Spotify: https://open.spotify.com/artist/1GxkXlMwML1oSg5eLPiAz3
TikTok: https://www.tiktok.com/@michaelbuble

It's A Beautiful Day Lyrics: 
I don't know why
You think that you could hold me
When you can't get by by yourself
And I don't know who
Would ever want to tear the seam of someone's dream
Baby, it's fine, you said that we should just be friends
While I came up with that line and I'm sure
That it's for the best
If you ever change your mind, don't hold your breath

'Cause you may not believe
That baby, I'm relieved
When you said goodbye, my whole world shines

Hey hey hey
It's a beautiful day and I can't stop myself from smiling
If I'm drinking, then I'm buying
And I know there's no denying
It's a beautiful day, the sun is up, the music's playing
And even if it started raining
You won't hear this boy complaining
'Cause I'm glad that you're the one that got away
It's a beautiful day

It's my turn to fly, so girls, get in line
'Cause I'm easy, no playing this guy like a fool
Now I'm alright
Might've had me caged before, but not tonight

'Cause you may not believe
That baby, I'm relieved
This fire inside, it burns too bright
I don't want to say ""so long"", I just want to say ""goodbye""

Hey hey hey
It's a beautiful day and I can't stop myself from smiling
If I'm drinking, then I'm buying
And I know there's no denying
It's a beautiful day, the sun is up, the music's playing
And even if it started raining
You won't hear this boy complaining
'Cause I'm glad that you're the one who got away

'Cause if you ever think I'll take up
My time with thinking of our break-up
Then, you've got another thing coming your way
'Cause it's a beautiful day
Beautiful day
Oh, baby, any day that you're gone away
It's a beautiful day

Michael Bublé - It's A Beautiful Day [Official Music Video]",2024-01-20T01:07:22Z,5QYxuGQMCuU
Dan Fogelberg - Same Old Lang Syne (from Live: Greetings from the West),"Official live performance of ”Same Old Lang Syne” by Dan Fogelberg 
Listen to Dan Fogelberg: https://DanFogelberg.lnk.to/listenID
Follow Dan Fogelberg: https://DanFogelberg.lnk.to/followID

Subscribe to the official Dan Fogelberg YouTube channel: https://DanFogelberg.lnk.to/subscribeID

Ask your voice device to play Dan Fogelberg! 

Lyrics 
We drank a toast to innocence
We drank a toast to now
And tried to reach beyond the emptiness
But neither one knew how

#DanFogelberg  #SameOldLangSyne #OfficialVideo #Live",2024-01-20T01:07:07Z,kmZ2VHSkVYY
Dan Fogelberg - Leader of the Band (from Live: Greetings from the West),"Official live performance of ”Leader of the Band” by Dan Fogelberg 
Listen to Dan Fogelberg: https://DanFogelberg.lnk.to/listenID
Follow Dan Fogelberg: https://DanFogelberg.lnk.to/followID

Subscribe to the official Dan Fogelberg YouTube channel: https://DanFogelberg.lnk.to/subscribeID

Ask your voice device to play Dan Fogelberg! 

Lyrics 
I thank you for the music and your stories of the road
I thank you for the freedom when it came my time to go
I thank you for the kindness and the times when you got tough
And papa, I don't think I said I love you near enough

#DanFogelberg  #LeaderoftheBand #OfficialVideo #Live",2024-01-20T01:06:42Z,lDByv7HoAyg
blink-182 - All The Small Things (Official Music Video),"REMASTERED IN HD!
Listen to more from Blink-182: https://lnk.to/Blink182
Discover more about this classic song and the Enema Of The State album here: https://www.udiscovermusic.com/storie...

Stream a playlist of their biggest tracks: http://playlists.udiscovermusic.com/p...

Experience Blink-182 on Vinyl LP:
https://lnk.to/Blink182Store

Revisit more 90's music videos: https://www.youtube.com/watch?v=xGytDsqkQY8&list=PLjF50Dlp9iembnFdfoZaqIoYZ0zBm7utR

Watch more remastered videos! https://www.youtube.com/watch?v=hTWKbfoikeg&list=PLDNtAuXIhbEPLcw6HLBLkVJl_MUd0DFW2

Follow Blink-182
https://en-gb.facebook.com/blink182/
https://twitter.com/blink182
https://www.instagram.com/blink182/
https://www.blink182.com/

Music video by blink-182 performing All The Small Things. (C) 2000 Geffen Records

#Blink182 #AllTheSmallThings #Remastered",2024-01-20T01:06:25Z,9Ht5RZpzPqw
Change,"Provided to YouTube by Universal Music Group

Change · Blind Melon

Blind Melon

℗ 1992 Capitol Records, LLC

Released on: 1992-01-01

Producer, Studio  Personnel, Mixer: Blind Melon
Producer, Studio  Personnel, Mixer, Engineer: Rick Parashar
Studio  Personnel, Mastering  Engineer: George Marino
Composer  Lyricist: Brad Smith
Composer  Lyricist: Rogers Stevens
Composer  Lyricist: Shannon Hoon
Composer  Lyricist: Glen Graham
Composer  Lyricist: Christopher Thorn

Auto-generated by YouTube.",2024-01-20T01:05:52Z,OyPQ5VSX_rI
10CM / 십센치 - 가끔 연락하던 애 | Official Live Clip,"10CM - 가끔 연락하던 애 오피셜 라이브클립 입니다.
10CM 'Someone You Used To Know' Official Live Clip

[10CM - Remake 1.0]
Melon ▶ https://bit.ly/3DJuoIy
Ginie ▶ https://bit.ly/3HC3nrS
Bugs ▶ https://bit.ly/3DHZXml
FLO ▶ https://bit.ly/3Yc12Lq
Vibe ▶ https://bit.ly/3lchQ6k
Apple Music ▶ https://apple.co/3HD5fQW
Spotify ▶ https://spoti.fi/3JD4ABP
YT Music ▶ https://bit.ly/3RwiYhd

#10CM #십센치 #권정열 #가끔연락하던애 #Someone_You_Used_To_Know",2024-01-20T01:01:20Z,71tki9n6KTA
가진다는 말은 좀 그렇지? (LIVE / 미발매곡),"#10CM #십센치 #권정열
가진다는 말은 좀 그렇지?의 라이브

시험 잘 봐요~",2024-01-20T01:00:39Z,_eiHKCjubXo
John Denver - Rocky Mountain High (from The Wildlife Concert),"""Rocky Mountain High"" by John Denver from The Wildlife Concert
Listen to John Denver: https://JohnDenver.lnk.to/listenYD
Subscribe to the official John Denver YouTube channel: https://JohnDenver.lnk.to/subscribeYD

Watch more John Denver videos: https://JohnDenver.lnk.to/listenYD/youtube

Follow John Denver:
Facebook: https://JohnDenver.lnk.to/followFI
Instagram: https://JohnDenver.lnk.to/followII
Twitter: https://JohnDenver.lnk.to/followTI
Website: https://JohnDenver.lnk.to/followWI
Spotify: https://JohnDenver.lnk.to/followSI
YouTube: https://JohnDenver.lnk.to/subscribeYD

Lyrics:
But the Colorado Rocky Mountain high
I’ve seen it rainin’ fire in the sky
The shadow from the starlight is softer than a lullabye
Rocky Mountain high (in Colorado)
Rocky Mountain high (in Colorado)

#JohnDenver #RockyMountainHigh #TheWildlifeConcert",2024-01-20T00:59:10Z,cOS5-n7dyj4
We The Lion - All my Demons (Video Oficial),"Casa Realizadora / Film Production: 
7 Samurai Films.

Actúan / Cast:
Lucero Cruz.
Yannick Michel.
Alonso Briceño.
Luis Buckley.
Paul Schabauer.
Paloma Valerga.

Dirección y Edición / Directed and Edited by:
Jhonatan López.

Producción General / Produced by:
Jimena Hospina.

Guión / Script:
Andrés Maldonado 
Agustin Díaz
Jhonatan Lópz

Asistente de Dirección / Director 1st assistant:
Eduardo “Chicho” Bezerra.

Director de Fotografía / Director of Photography:
Pablo Polanco.

Directora de Arte / Production Designer:
Patty Barco.

Asistente de Producción / Productor Assistants:
Jose Aragonez.
Joseline López.

Utilero / Prop Man:
Lucho Hernandez.

Maquillaje y Caracterización / Make up and fx:
Victor Zapata.
Katty Carbajal.

Foquista / Focus Puller:
Ivan Miranda.

Gaffer:
Carlos Carhuayo.

Luminotecnicos / Light Technicians:
Junior Gonzales.
Miguel Huanca.

Operador de Drones / Drones Operator: 
Daniel Garate.

Data Manager:
Julieta Falchetto.

Casa de Postproducción / Postproduction:
Lunatic.

Colorización / Colorist:
Armando Sipan.

Animación 3D y Post / 3D Animation and Post:
Omar Zapata.
Andre Lavado.

Postproducción 7 Samurai / Postproduction 7 Samurai:
Beto Sánchez.

Casa de audio (SFX) / Sound Design (SFX):
Nantu Studios.",2024-01-20T00:58:29Z,lzGn9FsxTYo
Noah Kahan - Someone Like You (Official Music Video) ft. Joy Oladokun,"“Someone Like You” ft. Joy Oladokun, from Noah Kahan’s album ‘I Was / I Am’ out now: https://NoahKahan.lnk.to/IWasIAm

Get tickets to the I Was / I Am tour here: www.NoahKahan.com/tour

Follow Noah Kahan:
Facebook: http://facebook.com/noahkahanmusic
Instagram: http://instagram.com/noahkahanmusic
Twitter: http://twitter.com/noahkahan
Spotify: https://republic.lnk.to/NoahKahanSpYD
SoundCloud: http://soundcloud.com/noahkahan

Lyrics:
Guess I’m a mess now
Lost with my head down
I haven’t heard from you in weeks 
You must have left town 
I can’t go back now
And all that I have now
Are those feelings I felt
Knowing that no one else can bring them back out 
And I’ve been trying to find a silver lining 
But I can’t
But I can’t 
Now that I can’t hold you
I wish that I had tried to
Do more not to lose you
Now that I can’t find you
Cuz the second you left, yeah, the voice in my head screamed “What did i do?” 
Now you’re gone and all I want is someone like you 
Someone like you (someone like you) 
Someone like you (someone like you) 
It all makes sense now
But I can’t repent now
Because I’m stuck like a grave in the space that you left With no reason to get out 
And I’ve been trying to find a silver lining 
But I can’t
Oh I can’t 
Now that I can’t hold you
I wish that I had tried to
Do more not to lose you
Now that I can’t find you
Cuz the second you left, yeah, the voice in my head screamed “What did I do?” 
Now you’re gone and all I want is someone like you 
Someone like you (someone like you) 
Someone like you (someone like you) 
And I’ve been trying to find a silver lining 
But I can’t 
Now that I can’t hold you
I wish that I had tried to
Do more not to lose you
Now that I can’t find you
Cuz the second you left, yeah, the voice in my head screamed “What did i do?” 
Now you’re gone and all I want is someone like you 
Someone like you (someone like you) 
Someone like you (someone like you)


#NoahKahan #JoyOladokun #IWasIAm #SomeoneLikeYou",2024-01-20T00:58:12Z,_hMJ1ZuXAis
George Ezra - Leaving It Up to You (Official Video),"George Ezra - Leaving It Up To You (Official Video)
Stream and download here: https://GeorgeEzra.lnk.to/BestOfAY 
Subscribe to George Ezra’s YouTube channel: https://GeorgeEzra.lnk.to/YouTube_SubscribeAY

WATCH BUDAPEST MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube 
WATCH PARADISE MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube2 
WATCH  LISTEN TO THE MAN MUSIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube3 
WATCH SHOTGUN LYRIC VIDEO ► https://GeorgeEzra.lnk.to/VideosAY/youtube4 

Follow George Ezra: 
Official website - https://www.georgeezra.com
Facebook - https://www.facebook.com/georgeezramusic 
Twitter - https://twitter.com/george_ezra 
Instagram - https://www.instagram.com/george_ezra 

#GeorgeEzra #LeavingItUpToYou  #GeorgeEzraLeavingItUpToYou #GeorgeEzraOfficial #GeorgeEzraMusic #LeavingItUpToYouMusicVideo #GeorgeEzraOfficialVideo  #GeorgeEzraEssentials #GeorgeEzraTopTracks #BestOfGeorgeEzra #WantedOnVoyage #GeorgeEzraWantedOnVoyage #StayingAtTamaras


Lyrics

I walk past the buildings of an architect's un-imagination
Returning to the venue where we had that very first conversation
To see you again, to be your friend, to hold you in my mind

And I arrived there early and as always you swanned in much later
As if nothing had ever changed, you nod at me and order your double mixer
To see you again, to be your friend, to hold you in my mind

Leaving it up, leaving it up, leaving it up
Leaving it up to you
Leaving it up, leaving it up, leaving it up
Leaving it up to you

And I've been told your new playmate's successful and he's handsome and he's charming
It's a damn good job, he isn't here or I may have wind up harming your darling
To see you again, to be your friend, to hold you in my mind

Leaving it up, leaving it up, leaving it up
Leaving it up to youLeaving it up, leaving it up, leaving it up
Leaving it up to youLeaving it up, leaving it up, leaving it up
Leaving it up to youLeaving it up, leaving it up, leaving it up
Leaving it up to you

We laughing and we joking like we always, always used to
Too rudely interrupted by your half-wit of a boyfriend who tries to call you
To see you again, to be your friend, to hold you in his mind

Leaving it up, leaving it up, leaving it up
Leaving it up to you
Leaving it up, leaving it up, leaving it up
Leaving it up to you
Leaving it up, leaving it up, leaving it up
Leaving it up to you
Leaving it up, leaving it up, leaving it up
Leaving it up to you
Leaving it up, leaving it up, leaving it up
Leaving it up to you
Leaving it up, leaving it up, leaving it up
Leaving it up to you",2024-01-20T00:56:58Z,XZ7R5rfyCAs
John Denver - Medley: Leaving On A Jet Plane/Goodbye Again (from The Wildlife Concert),"""Leaving On a Jet Plane / Goodbye Again - Medley"" by John Denver LIVE from The Wildlife Concert
Listen to John Denver: https://JohnDenver.lnk.to/listenYD
Subscribe to the official John Denver YouTube channel: https://JohnDenver.lnk.to/subscribeYD

Watch more John Denver videos: https://JohnDenver.lnk.to/listenYD/youtube

Follow John Denver:
Facebook: https://JohnDenver.lnk.to/followFI
Instagram: https://JohnDenver.lnk.to/followII
Twitter: https://JohnDenver.lnk.to/followTI
Website: https://JohnDenver.lnk.to/followWI
Spotify: https://JohnDenver.lnk.to/followSI
YouTube: https://JohnDenver.lnk.to/subscribeYD

Lyrics:
So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

And it's goodbye again, I'm sorry to be leavin' you
Goodbye again, as if you didn't know, it's goodbye again
And I wish you could tell me, why do we always fight when I have to go

#JohnDenver #LeavingOnAJetPlane #GoodbyeAgain #Live #RhymesAndReasons #RockyMountainHigh #Country",2024-01-20T00:56:47Z,Q51uUKeckX4
Tears For Fears - Everybody Wants To Rule The World (Official Music Video),"REMASTERED IN HD!

Enjoyed this? Watch the Official Archive Footage Music Video too: https://TearsForFears.lnk.to/EWTRTWAlternativeVideo

Listen to more from Tears For Fears: https://TearsForFears.lnk.to/Essentials
Discover more about Tears For Fears here: https://www.udiscovermusic.com/artists/tears-for-fears

Stream a playlist of Tears For Fears’ biggest tracks: https://TearsForFears.lnk.to/BestOf

Experience Tears For Fears on CD & Vinyl LP:
https://TearsForFears.lnk.to/UDstore

Follow Tears For Fears
https://www.facebook.com/TearsForFears/
https://twitter.com/tearsforfears
https://www.instagram.com/tearsforfearsmusic

http://tearsforfears.com/

Everybody Wants To Rule The World Lyrics:

[Verse 1]
Welcome to your life
There's no turning back
Even while we sleep
We will find you

[Chorus]
Acting on your best behaviour
Turn your back on Mother Nature
Everybody wants to rule the world

[Verse 2]
It's my own design
It's my own remorse
Help me to decide
Help me make the

[Chorus]
Most of freedom and of pleasure
Nothing ever lasts forever
Everybody wants to rule the world

[Bridge]
There's a room where the light won't find you
Holding hands while the walls come tumbling down
When they do, I'll be right behind you

[Chorus]
So glad we've almost made it
So sad they had to fade it
Everybody wants to rule the world

[Instrumental Interlude]

[Chorus]
I can't stand this indecision
Married with a lack of vision
Everybody wants to rule the—
Say that you'll never, never, never, never need it
One headline, why believe it?
Everybody wants to rule the world
All for freedom and for pleasure
Nothing ever lasts forever
Everybody wants to rule the world

Tears For Fears - Everybody Wants To Rule The World (Lyrics)

Music video by Tears For Fears performing Everybody Wants To Rule The World. (C) 1985 Mercury Records Limited

#TearsForFears #EverybodyWantsToRuleTheWorld #Remastered",2024-01-20T00:56:34Z,aGCdLKXNF3w
John Denver - Sunshine On My Shoulders (from The Wildlife Concert),"""Sunshine On My Shoulders"" by John Denver from The Wildlife Concert
Listen to John Denver: https://JohnDenver.lnk.to/listenYD
Subscribe to the official John Denver YouTube channel: https://JohnDenver.lnk.to/subscribeYD

Watch more John Denver videos: https://JohnDenver.lnk.to/listenYD/youtube

Follow John Denver:
Facebook: https://JohnDenver.lnk.to/followFI
Instagram: https://JohnDenver.lnk.to/followII
Twitter: https://JohnDenver.lnk.to/followTI
Website: https://JohnDenver.lnk.to/followWI
Spotify: https://JohnDenver.lnk.to/followSI
YouTube: https://JohnDenver.lnk.to/subscribeYD

Lyrics:
Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high

#JohnDenver #SunshineOnMyShoulders #TheWildlifeConcert",2024-01-20T00:56:14Z,g5sbTHMP0Ig
"Earth, Wind & Fire - September (Official HD Video)","Official HD video for ""September"" by Earth, Wind and Fire
Listen to Earth, Wind and Fire: https://EarthWindandFire.lnk.to/listenYD

Subscribe to the official Earth, Wind and Fire: https://EarthWindandFire.lnk.to/subscribeYD

Watch more Earth, Wind and Fire videos: https://EarthWindandFire.lnk.to/listenYC/youtube

Follow Earth, Wind and Fire:
Facebook: https://EarthWindandFire.lnk.to/followFI
Instagram: https://EarthWindandFire.lnk.to/followII
Twitter: https://EarthWindandFire.lnk.to/followTI
Website: https://EarthWindandFire.lnk.to/followWI
Spotify: https://EarthWindandFire.lnk.to/followSI
YouTube: https://EarthWindandFire.lnk.to/listenYC/youtube

Chorus:
Hey, hey, hey!
Ba-dee-ya, say, do you remember?
Ba-dee-ya, dancin' in September
Ba-dee-ya, never was a cloudy day

#EarthWindandFire #September #HD #Remastered",2024-01-20T00:56:03Z,Gs069dndIYk
